Puzzle,Difficulty
..3....9..561...8328.......8....5....39.....6.6.....25.......78.25.936...1.2.7...,Expert
.4..8...51...479.....56.7....4176............73.....8..8.3.4.9.....9.8..49.......,Easy
.......6..1.87....7......4....6......5.281....219.4...17.....9...8..95....21.5.74,Intermediate
3..5...9.72...14.5..4.....64......691..49.5..97...3.2......72.....6........3...7.,Expert
..49......7..........84..........2..1...6..4.69..13.7.3...7...848..9.72...16...9.,Expert
.236..7...6.......1........79.3.1.2..1..89.....8.2.........43.8.32..86..8.....49.,Easy
1..5.48.....2......293.6...4..............513835.........4...9.6.4...1.5.......32,Intermediate
.....79.325..63.1.9......2..96.1.....8.5.........2...1.....5..6.2718....8........,Easy
....9.....71826....6.......4.2..1.76.........7.....3.8.379..8..8..74.1.9.2.....3.,Expert
7.5...2......1.....8..9.1...7.2.43..5.1.3....2...5.8.......54973....152..........,Intermediate
....1.....3....6.5.....3.87....64.2...2......1.582.7...8.3....16...4..3.2......74,Expert
.....9..35..84..........1.....1.69...1..7.35..89.5....1.379.....4...8...9...15..6,Expert
5..31...9.........9..6.7.4.1.87..........1.3..47985...46.5...93.7....6......9....,Intermediate
..4.57.92..........7...13...45.132......84.....3.........8..5..3......215...92..4,Intermediate
2.......8...7........9..162....69...7.924.8....6....4......8..489.4..7.......3...,Easy
..........2..7....9.....78....3.6.5.1...5..2.85.2.761..1.53.8....2..9.35.....21..,Easy
61...43...923.....7.3.....4......72.2.764...5......1...........1...7.59.9......72,Expert
983.......5...8...7.2......2.65........6.23...9......7.3..1.7.6...8.6....1.92358.,Easy
4.5.....7.92....8..1........43....2.....8..7.2...9...43.....9.......5..2..7.49518,Expert
..4.382....3..7...68.......9.1....8..2..........629......4..87..48.7....1.6.8...3,Intermediate
.5..2.1.86.174...9.....5.7.7...1.9.4.2..........6..85.........6...26..91...4...8.,Expert
.9.5....36...3.7.9.....1....3...71..51.6.8.......9.2.5...2.5..6...3..9......6...2,Easy
...7..683.6.2.47..8...5......6....71......3..518.......874...36..4.........5..82.,Intermediate
8.3..6.......7.5....753.6..5..2.4...24..587.1....1...4..8..........2...........23,Easy
...1..7....3....4..2..7.895..95.....6.1.47..8...6.145.4..85.1.98......6.......5..,Expert
....29....31......2.7.3..5...6.4............7.4.6.39..4...6.....63.....5..97..1..,Expert
.....3.92.35..2.1.87.4..3..1......89.....17..2..6..........4.2......81......7..43,Easy
61..93....3...5..1...8.1.7..67.2.95........62........8.2..7..8.........5.9..5..3.,Easy
.7...3.1.15....64.......8....8149.........5..4..8.......9..1...3..754....6.9.....,Easy
72..1...435...7..9..62.........417.....6.24.11.....3..26......7...37.......9.5...,Expert
.....58.........4..7.......3..4...97.....2..8....6835..5..8.6...4.9..53...6..3..9,Simple
..3.5.....85.9...6..761.2..19..83.7...65..1...3.......8.....7......62............,Easy
...3....5.5..........4....8.78.5.3.4....3....4..8.9.57.25....766...2....3....689.,Expert
...8.5.76......4.1...6.....5.7.....2..42..1.3...1...57..251.3...46..38.........2.,Easy
...3..51.9.....4....87....6.4968...3...........3.5.941.6....3.4..7.........56.8..,Expert
.......6...1....3..3.54.......49538....6.1..9.......1.49....1.....97...47.6.3.8..,Expert
..9...16.4....2..8.....8.94.......817...9......1..42.9.....1.3.9.6.....7.83.....6,Easy
679...........6.....5.1..9..8..5..4.3.4.....9...8..3...4....7..5.3.....6..1..358.,Intermediate
.....23.7.....7....6.15....87253...65.........3..4....356......48.37.1..2...84...,Easy
7....93...6..4...1.....36...1..2....2.....5..43.5....7..6.74.....72.1.35........4,Easy
87.2..1..3.........4.3.8....5.............4.84..8.23.72......146....78.2.....6...,Expert
8..........9.........1....7....52.1...78...6569.7...84...4....1.12..8.767....6..8,Easy
..3..8.5787.......2..3.........43.8...628.4....2............9...6.4..5...9.5.7.32,Easy
...1.2..9.......5..3.79.1...1.5..647........1...46..9.1.3....2...6..7....97..54..,Easy
.9..31.....896.4.23.27..6........7....9.8...3176.9...4..7........1.2.8........9.6,Simple
.48...6.....1.4..9.......85...6....852..419.6...7..52....417..2......7.....25..64,Easy
12..6....5.8.......6.27.......4.8.....9...2.7....92.45.96......8..5.......218...6,Easy
.4....8.5...5...47.659....2......1....1.2.4.6.7......8..7...26.412.9.....5...4...,Expert
.2.....7...452.9....9...8.58....67....5.....3....39.5..7......4932.........87....,Intermediate
2..9......9458.2..5.8.27..........2...7..94.1.....4....3.81.....413.2....29......,Easy
..8.....99....5..43..2.465...345.9.....1.....62....3......4...3..9...2......61...,Expert
......4..9...61....814...6.39...78...5.....76...1.8......3....8..4.9.......846..5,Intermediate
..14.........8...2...159...2..9..4...9.54.1.........6..5......1...6..953..4.2.68.,Easy
8.....7...2..9.34.4..63...96.3..81......1.........3...1.8..49.......9.8.2......63,Expert
.24......6.....8.28.5.92....5....284...7..9..18...9..551....4.97.6.8.....4..1..6.,Easy
7.........2..6..3.1...3.5...7.1...423.8.....6........1....7....5..2..8.3.463..1..,Easy
.......6.9.82.154.514..............6.514.62...2.....1...95....7.4.1...9......4...,Expert
..3...9......47.8...5.1..............182...572.9...8.3...129...95.3......7.4.....,Intermediate
842.......15.6....9..7.2.....9.26..8.....5...1..8.....5...7..89...4....2..8....7.,Easy
.......365....4...4..63...77....9...9...4.2....3.685......25....9..76..2...89....,Easy
....6.4........1..2.............6.579.315.2..65.2....9..9.4...5..73....154..2..3.,Easy
